age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y 
27,admin.,married,secondary,no,639,no,yes,cellular,14,243,3,-1,0,unknown,no
50,housemaid,divorced,primary,no,34,yes,no,cellular,22,160,2,-1,0,unknown,no
32,services,single,secondary,no,85,yes,no,unknown,9,834,9,-1,0,unknown,no
42,technician,married,secondary,no,1812,yes,no,cellular,31,84,2,-1,0,unknown,no
54,housemaid,divorced,primary,no,502,yes,no,cellular,20,317,1,-1,0,unknown,no
37,technician,single,secondary,no,0,no,no,cellular,4,69,2,-1,0,unknown,no
53,admin.,married,secondary,no,4464,yes,no,unknown,14,162,3,-1,0,unknown,no
39,admin.,divorced,secondary,no,43,yes,no,cellular,4,108,1,-1,0,unknown,no
38,admin.,married,secondary,no,215,yes,yes,unknown,6,173,2,-1,0,unknown,no
26,admin.,single,secondary,no,82,yes,no,unknown,5,228,1,-1,0,unknown,no
59,admin.,married,secondary,no,3735,no,no,cellular,18,203,4,121,2,failure,yes
58,management,married,tertiary,no,6711,no,no,cellular,16,95,3,-1,0,unknown,no
55,services,married,secondary,no,283,yes,no,unknown,19,156,1,-1,0,unknown,no
57,admin.,married,secondary,no,169,no,no,cellular,3,369,1,-1,0,unknown,yes
36,unemployed,married,secondary,no,-872,yes,yes,unknown,21,153,1,-1,0,unknown,no
27,technician,single,tertiary,no,149,no,yes,cellular,30,283,1,-1,0,unknown,no
49,retired,married,primary,no,3478,no,no,unknown,11,484,5,-1,0,unknown,no
42,blue-collar,single,primary,no,1628,yes,no,cellular,25,590,8,-1,0,unknown,yes
35,technician,single,tertiary,no,2012,yes,no,unknown,20,413,2,-1,0,unknown,no
46,services,married,secondary,no,273,no,no,cellular,22,565,2,-1,0,unknown,yes
24,admin.,married,secondary,no,0,yes,no,cellular,16,284,1,-1,0,unknown,no
53,entrepreneur,married,primary,no,943,yes,yes,unknown,5,314,2,-1,0,unknown,no
44,management,married,primary,no,4758,yes,no,cellular,22,712,6,-1,0,unknown,yes
43,blue-collar,married,secondary,no,-179,yes,no,cellular,30,335,6,-1,0,unknown,no
50,blue-collar,married,unknown,no,0,no,no,unknown,11,249,1,-1,0,unknown,no
44,management,married,tertiary,no,1791,no,no,cellular,11,71,1,190,1,success,yes
46,management,married,tertiary,no,71,yes,no,cellular,19,220,4,-1,0,unknown,no
46,admin.,married,secondary,no,974,no,no,cellular,5,174,2,80,1,success,yes
30,self-employed,single,tertiary,no,578,yes,no,unknown,2,142,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,312,yes,no,unknown,4,151,2,-1,0,unknown,no
27,self-employed,single,tertiary,yes,5,no,yes,cellular,18,384,1,-1,0,unknown,no
45,technician,married,secondary,no,1477,yes,no,cellular,8,355,1,-1,0,unknown,no
36,management,married,tertiary,no,1790,yes,no,cellular,28,132,3,392,2,other,no
31,management,married,tertiary,no,233,yes,no,cellular,14,241,2,365,10,failure,no
36,unemployed,married,primary,no,771,yes,no,cellular,8,152,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,705,yes,no,cellular,17,52,2,-1,0,unknown,no
46,blue-collar,married,primary,no,977,no,yes,telephone,2,436,3,-1,0,unknown,yes
73,retired,divorced,primary,no,5028,no,no,cellular,4,696,10,-1,0,unknown,yes
38,services,divorced,secondary,no,710,yes,no,cellular,18,1880,2,-1,0,unknown,no
40,blue-collar,single,secondary,no,3571,yes,no,cellular,10,262,1,-1,0,unknown,no
35,technician,single,secondary,no,230,no,no,cellular,3,288,1,-1,0,unknown,no
31,technician,single,secondary,no,667,yes,no,cellular,21,279,1,-1,0,unknown,no
40,management,married,primary,no,214,yes,no,cellular,20,59,4,-1,0,unknown,no
36,technician,married,tertiary,no,376,no,no,cellular,16,173,1,-1,0,unknown,yes
32,management,divorced,tertiary,no,5306,yes,no,unknown,20,201,1,-1,0,unknown,no
28,unemployed,single,tertiary,no,0,no,no,cellular,6,15,9,-1,0,unknown,no
33,technician,single,secondary,no,0,no,no,cellular,22,208,1,-1,0,unknown,no
33,management,single,tertiary,no,361,yes,no,cellular,2,81,1,-1,0,unknown,no
52,services,married,secondary,no,2257,yes,no,telephone,18,102,2,188,1,failure,no
40,management,divorced,secondary,no,1148,yes,no,cellular,11,105,2,-1,0,unknown,no
37,services,married,secondary,no,580,yes,no,unknown,2,469,2,-1,0,unknown,no
24,blue-collar,single,secondary,no,1,yes,no,cellular,11,79,2,-1,0,unknown,no
31,management,single,tertiary,no,385,yes,no,unknown,21,304,1,-1,0,unknown,no
51,technician,married,secondary,no,-1042,yes,no,unknown,27,272,2,-1,0,unknown,no
44,blue-collar,married,primary,no,10,yes,no,cellular,17,196,1,-1,0,unknown,no
51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,117,1,-1,0,unknown,no
43,blue-collar,single,secondary,no,421,yes,no,unknown,15,298,3,-1,0,unknown,no
40,management,married,primary,no,535,yes,no,telephone,5,11,6,-1,0,unknown,no
51,management,married,tertiary,no,0,yes,yes,unknown,29,410,5,-1,0,unknown,no
62,management,divorced,tertiary,no,1619,no,no,cellular,19,534,1,-1,0,unknown,no
30,management,single,tertiary,no,1269,no,no,cellular,28,361,2,-1,0,unknown,no
38,blue-collar,single,primary,no,-5,yes,no,unknown,21,30,12,-1,0,unknown,no
44,management,married,tertiary,no,284,yes,yes,cellular,10,109,5,-1,0,unknown,no
39,blue-collar,married,primary,no,259,yes,no,unknown,26,168,1,-1,0,unknown,no
61,management,married,tertiary,no,0,yes,yes,cellular,7,85,2,-1,0,unknown,no
30,unemployed,single,secondary,no,40,no,no,cellular,5,133,1,-1,0,unknown,no
34,management,married,tertiary,no,5195,no,no,cellular,21,25,3,-1,0,unknown,no
30,management,single,tertiary,no,358,yes,no,unknown,19,88,51,-1,0,unknown,no
33,admin.,married,secondary,no,105,yes,no,unknown,26,122,4,-1,0,unknown,no
54,management,divorced,tertiary,no,3777,no,no,cellular,25,56,2,-1,0,unknown,no
34,management,single,secondary,no,356,yes,no,cellular,30,52,7,-1,0,unknown,no
35,management,single,tertiary,no,53,no,yes,cellular,12,80,4,-1,0,unknown,no
32,blue-collar,married,secondary,no,822,yes,no,cellular,14,19,8,366,6,failure,no
38,technician,divorced,tertiary,no,348,no,no,unknown,20,446,1,-1,0,unknown,no
42,blue-collar,married,primary,no,479,yes,no,unknown,9,391,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,-457,yes,no,cellular,6,270,4,366,2,failure,no
36,blue-collar,married,primary,no,378,yes,no,cellular,5,1240,1,-1,0,unknown,yes
48,services,single,unknown,no,5095,yes,no,unknown,16,71,1,-1,0,unknown,no
46,entrepreneur,divorced,tertiary,no,148,yes,no,cellular,18,61,3,350,5,other,no
44,management,single,secondary,no,3684,yes,no,cellular,15,31,5,179,3,failure,no
44,technician,married,secondary,no,1210,no,no,unknown,5,690,2,-1,0,unknown,no
55,housemaid,married,primary,no,211,no,no,cellular,18,111,3,-1,0,unknown,no
32,self-employed,married,secondary,no,409,no,no,cellular,3,115,2,86,2,success,yes
41,technician,married,secondary,no,0,no,no,cellular,28,411,2,156,8,other,no
61,retired,married,primary,no,3738,no,no,telephone,6,188,1,-1,0,unknown,no
49,services,married,unknown,no,1499,yes,no,cellular,8,87,1,-1,0,unknown,no
68,retired,married,primary,no,1759,no,no,telephone,8,185,1,-1,0,unknown,no
54,management,divorced,secondary,no,-415,yes,no,unknown,26,290,2,-1,0,unknown,no
28,technician,single,secondary,no,922,yes,no,cellular,7,304,1,-1,0,unknown,no
40,management,married,secondary,no,408,yes,no,unknown,20,37,4,-1,0,unknown,no
30,services,married,secondary,no,114,no,no,cellular,20,185,4,-1,0,unknown,no
59,management,single,tertiary,no,68,yes,no,unknown,28,176,2,-1,0,unknown,no
32,student,single,unknown,no,5969,no,no,cellular,6,12,7,-1,0,unknown,no
45,management,married,secondary,no,5888,yes,no,unknown,26,45,5,-1,0,unknown,no
32,management,single,tertiary,no,697,no,no,cellular,30,210,3,-1,0,unknown,no
28,blue-collar,single,secondary,yes,87,yes,no,cellular,7,27,1,345,1,failure,no
56,technician,married,secondary,no,28,yes,no,unknown,15,236,1,-1,0,unknown,no
47,services,married,secondary,no,756,no,no,cellular,25,154,4,-1,0,unknown,no
34,self-employed,single,secondary,no,1261,yes,no,cellular,9,169,2,-1,0,unknown,no
53,housemaid,married,primary,no,5098,yes,no,unknown,6,155,3,-1,0,unknown,no
39,technician,single,secondary,no,614,yes,no,cellular,2,166,1,258,1,failure,no
40,management,married,tertiary,no,0,no,no,cellular,11,41,1,-1,0,unknown,no
49,management,married,tertiary,no,234,no,no,cellular,22,55,6,-1,0,unknown,no
36,technician,single,secondary,no,300,yes,no,unknown,6,358,1,-1,0,unknown,no
41,management,married,tertiary,no,783,yes,no,cellular,14,126,3,-1,0,unknown,no
35,management,married,tertiary,no,-718,yes,yes,unknown,27,318,3,-1,0,unknown,no
49,retired,divorced,primary,no,150,no,no,unknown,17,254,1,-1,0,unknown,no
39,blue-collar,married,primary,no,476,yes,no,cellular,12,212,1,349,4,failure,no
23,student,single,secondary,no,1809,no,no,cellular,8,414,2,-1,0,unknown,yes
34,admin.,married,secondary,no,50,yes,no,cellular,2,173,1,258,2,failure,no
34,admin.,married,secondary,no,287,yes,no,unknown,2,149,8,-1,0,unknown,no
43,management,married,tertiary,no,1336,yes,yes,cellular,27,82,2,309,1,failure,no
35,technician,single,secondary,no,1708,yes,no,unknown,2,110,3,-1,0,unknown,no
49,admin.,divorced,secondary,no,2169,yes,no,unknown,30,54,3,-1,0,unknown,no
34,admin.,single,secondary,no,88,yes,no,unknown,27,169,2,-1,0,unknown,no
31,unemployed,single,secondary,no,2616,no,no,cellular,21,374,1,185,2,other,yes
34,admin.,single,secondary,no,-478,yes,yes,unknown,27,111,4,-1,0,unknown,no
36,services,married,secondary,no,417,no,yes,telephone,5,11,5,-1,0,unknown,no
33,technician,married,tertiary,no,0,yes,yes,cellular,28,94,6,-1,0,unknown,no
33,services,married,secondary,no,39,yes,no,unknown,4,66,4,-1,0,unknown,no
32,self-employed,single,tertiary,no,658,yes,no,cellular,27,283,1,-1,0,unknown,yes
38,technician,single,secondary,no,294,no,yes,cellular,25,172,2,-1,0,unknown,no
45,management,single,tertiary,no,311,yes,yes,cellular,22,81,1,-1,0,unknown,no
46,admin.,married,secondary,no,1934,no,yes,unknown,15,240,1,-1,0,unknown,no
34,unemployed,married,secondary,no,428,yes,no,cellular,7,221,2,267,3,other,no
31,management,single,tertiary,no,2016,no,no,cellular,30,209,1,-1,0,unknown,yes
36,management,married,tertiary,no,1352,no,no,unknown,19,2028,1,-1,0,unknown,yes
39,blue-collar,married,secondary,no,39,yes,no,unknown,18,34,6,-1,0,unknown,no
28,technician,married,secondary,no,487,yes,no,unknown,13,176,4,-1,0,unknown,no
38,technician,married,secondary,no,1016,yes,yes,cellular,6,74,2,167,4,failure,no
52,retired,married,unknown,no,293,no,no,unknown,11,706,1,-1,0,unknown,yes
37,blue-collar,married,secondary,no,1590,no,no,unknown,12,305,2,-1,0,unknown,no
30,management,single,tertiary,no,697,no,no,cellular,10,179,3,102,2,success,yes
53,admin.,married,secondary,no,849,yes,no,cellular,6,3102,3,-1,0,unknown,yes
32,technician,single,unknown,no,317,yes,no,cellular,29,452,2,253,2,failure,no
47,technician,married,secondary,no,503,yes,no,unknown,6,109,2,-1,0,unknown,no
40,technician,married,primary,no,819,yes,no,unknown,13,50,3,-1,0,unknown,no
59,retired,divorced,secondary,no,208,no,yes,cellular,28,503,2,-1,0,unknown,no
59,unemployed,married,secondary,no,0,no,no,cellular,13,78,1,216,1,failure,no
63,retired,married,secondary,no,415,yes,no,cellular,7,323,1,-1,0,unknown,no
59,retired,married,primary,no,1064,yes,no,cellular,6,88,2,-1,0,unknown,no
60,admin.,married,unknown,no,478,no,no,cellular,11,324,8,-1,0,unknown,no
51,admin.,divorced,secondary,no,14215,no,no,cellular,13,131,2,-1,0,unknown,no
33,technician,married,secondary,no,-89,no,yes,cellular,4,410,4,-1,0,unknown,no
37,technician,single,secondary,no,267,no,no,cellular,13,121,1,-1,0,unknown,no
78,retired,married,primary,no,301,no,no,cellular,7,537,2,-1,0,unknown,no
23,blue-collar,single,secondary,no,1105,yes,no,cellular,14,377,1,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,264,yes,yes,cellular,20,276,1,157,1,failure,no
30,management,single,tertiary,no,717,yes,no,cellular,13,130,3,-1,0,unknown,no
46,entrepreneur,married,secondary,no,294,yes,no,cellular,29,444,1,196,1,failure,no
49,housemaid,married,primary,no,935,no,yes,unknown,1,150,1,-1,0,unknown,no
55,unemployed,married,secondary,no,512,no,no,cellular,28,70,1,-1,0,unknown,no
36,blue-collar,married,secondary,yes,-347,yes,yes,unknown,28,109,3,-1,0,unknown,no
29,management,single,tertiary,no,985,yes,no,cellular,23,396,2,-1,0,unknown,yes
46,blue-collar,married,secondary,no,2121,yes,no,unknown,14,160,1,-1,0,unknown,no
60,housemaid,married,primary,no,1163,no,no,cellular,30,470,8,-1,0,unknown,yes
55,entrepreneur,divorced,tertiary,no,461,yes,yes,unknown,16,267,3,-1,0,unknown,no
31,unemployed,married,secondary,no,296,yes,no,unknown,20,378,3,-1,0,unknown,no
26,services,divorced,secondary,no,1600,yes,yes,unknown,30,288,3,-1,0,unknown,no
41,admin.,married,secondary,no,14968,no,no,cellular,23,1360,4,-1,0,unknown,yes
38,admin.,divorced,secondary,no,4630,yes,no,unknown,3,133,3,-1,0,unknown,no
39,management,married,tertiary,no,494,no,no,cellular,10,106,2,478,3,failure,yes
35,services,married,secondary,no,33,yes,no,cellular,22,181,1,-1,0,unknown,no
20,student,single,unknown,no,829,no,no,cellular,27,196,3,202,2,success,yes
31,entrepreneur,single,tertiary,no,247,yes,yes,unknown,2,273,1,-1,0,unknown,no
75,retired,married,secondary,no,291,no,no,cellular,11,515,1,183,1,failure,yes
55,admin.,married,secondary,no,-480,no,no,cellular,16,538,2,-1,0,unknown,no
29,technician,married,secondary,no,0,no,no,unknown,12,33,2,-1,0,unknown,no
34,admin.,married,secondary,no,1158,yes,no,cellular,18,61,7,-1,0,unknown,no
46,blue-collar,single,secondary,no,2401,yes,no,unknown,14,218,2,-1,0,unknown,no
52,management,single,tertiary,no,556,no,no,cellular,13,733,6,-1,0,unknown,no
42,management,single,tertiary,yes,0,yes,no,cellular,21,824,1,-1,0,unknown,yes
35,technician,single,secondary,no,354,no,no,cellular,11,444,3,-1,0,unknown,yes
49,management,single,tertiary,no,493,no,no,cellular,23,191,1,-1,0,unknown,no
40,admin.,married,secondary,no,3126,yes,no,cellular,30,110,3,232,2,failure,no
42,management,married,tertiary,no,386,yes,no,unknown,7,168,1,-1,0,unknown,no
44,technician,married,tertiary,no,564,yes,no,cellular,13,88,2,-1,0,unknown,no
44,technician,married,secondary,no,561,yes,no,unknown,30,613,2,-1,0,unknown,no
57,technician,married,tertiary,no,6822,no,no,cellular,7,797,2,-1,0,unknown,yes
46,services,married,primary,no,599,no,no,cellular,22,257,2,-1,0,unknown,no
37,management,married,tertiary,no,238,no,no,cellular,3,185,1,92,1,success,yes
57,management,married,tertiary,no,1172,no,no,cellular,19,164,3,-1,0,unknown,no
56,management,married,primary,no,-24,yes,no,unknown,7,305,3,-1,0,unknown,no
54,technician,married,secondary,no,719,yes,no,cellular,2,242,1,264,1,failure,no
52,blue-collar,single,secondary,no,510,yes,no,unknown,4,324,1,-1,0,unknown,no
52,blue-collar,married,primary,no,-133,no,no,unknown,5,96,2,-1,0,unknown,no
49,housemaid,married,primary,no,360,no,no,unknown,30,6,1,-1,0,unknown,no
50,services,married,secondary,no,1321,no,no,unknown,17,271,2,-1,0,unknown,no
26,blue-collar,single,primary,no,16,no,yes,cellular,8,249,2,-1,0,unknown,no
45,management,single,primary,no,707,yes,no,cellular,29,78,1,-1,0,unknown,no
49,management,married,tertiary,no,2187,no,no,cellular,25,92,2,-1,0,unknown,no
40,admin.,divorced,secondary,no,783,yes,yes,unknown,16,171,2,-1,0,unknown,no
32,technician,single,secondary,no,648,no,yes,cellular,21,166,1,-1,0,unknown,no
32,admin.,single,secondary,no,131,yes,no,cellular,21,322,1,189,1,success,yes
33,blue-collar,married,secondary,no,0,yes,no,telephone,14,305,3,-1,0,unknown,no
24,student,single,tertiary,no,3415,no,no,cellular,27,97,1,-1,0,unknown,yes
37,management,single,tertiary,no,1449,no,no,unknown,3,291,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,-202,yes,yes,cellular,19,565,1,112,4,failure,no
33,management,single,tertiary,no,215,yes,no,cellular,28,144,1,-1,0,unknown,no
32,admin.,single,secondary,no,8619,yes,no,cellular,19,267,2,-1,0,unknown,no
55,admin.,married,secondary,no,2430,yes,no,cellular,7,231,2,-1,0,unknown,no
31,technician,single,secondary,no,4,yes,no,cellular,20,172,3,-1,0,unknown,no
55,entrepreneur,divorced,tertiary,no,0,no,no,unknown,6,108,2,-1,0,unknown,no
48,management,married,tertiary,no,0,no,no,cellular,27,203,7,-1,0,unknown,no
34,technician,single,secondary,no,302,yes,no,unknown,14,282,1,-1,0,unknown,no
34,student,single,unknown,no,242,no,no,telephone,4,364,2,244,2,failure,no
33,self-employed,single,tertiary,no,9670,no,no,cellular,20,204,1,-1,0,unknown,no
34,student,single,primary,no,3004,no,no,unknown,28,49,3,-1,0,unknown,no
33,technician,single,tertiary,no,231,yes,no,unknown,27,198,2,-1,0,unknown,no
30,management,single,tertiary,no,179,no,no,cellular,3,8,4,-1,0,unknown,no
34,blue-collar,married,secondary,no,563,no,yes,cellular,5,384,1,2,2,failure,no
29,entrepreneur,single,tertiary,no,430,no,yes,cellular,29,624,2,-1,0,unknown,no
39,blue-collar,married,primary,no,3419,yes,no,cellular,13,155,1,327,5,failure,no
47,unemployed,married,secondary,no,3533,yes,no,cellular,20,319,1,100,2,failure,no
47,housemaid,married,primary,no,0,yes,no,telephone,15,162,1,-1,0,unknown,no
56,retired,divorced,secondary,no,4,no,no,unknown,17,135,1,-1,0,unknown,no
34,management,married,tertiary,no,272,yes,no,cellular,21,237,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,2697,yes,yes,unknown,26,79,5,-1,0,unknown,no
43,management,single,secondary,no,1029,yes,no,unknown,2,145,1,-1,0,unknown,no
60,retired,married,primary,no,751,yes,no,unknown,15,133,1,-1,0,unknown,no
37,technician,married,tertiary,no,127,yes,no,cellular,25,192,1,193,1,success,yes
44,management,single,tertiary,yes,12,yes,no,cellular,19,126,2,-1,0,unknown,no
30,services,single,secondary,no,342,yes,no,unknown,7,206,2,-1,0,unknown,no
38,technician,married,secondary,no,6728,no,no,cellular,25,232,1,96,4,success,yes
58,management,married,tertiary,no,3864,yes,no,cellular,15,815,4,-1,0,unknown,yes
46,management,married,secondary,no,10,yes,no,cellular,29,122,7,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,287,yes,yes,unknown,30,83,2,-1,0,unknown,no
34,management,married,tertiary,no,417,yes,no,cellular,18,138,1,-1,0,unknown,no
27,management,single,tertiary,no,390,no,no,cellular,28,190,1,82,1,success,no
51,management,married,secondary,no,0,no,no,unknown,9,224,3,-1,0,unknown,no
24,blue-collar,single,secondary,no,27,yes,no,cellular,6,404,1,338,2,failure,no
26,technician,single,secondary,no,206,no,no,cellular,29,89,1,-1,0,unknown,no
75,retired,married,secondary,no,3771,no,no,telephone,16,186,1,183,1,failure,yes
34,management,married,tertiary,no,271,yes,no,cellular,15,308,1,94,4,success,yes
38,admin.,married,secondary,no,-295,no,no,cellular,14,356,3,-1,0,unknown,no
44,housemaid,married,primary,no,1342,yes,yes,telephone,14,112,2,370,2,failure,no
42,blue-collar,married,secondary,no,160,yes,yes,unknown,26,190,1,-1,0,unknown,no
28,technician,single,tertiary,no,3623,no,no,cellular,10,261,1,-1,0,unknown,yes
67,retired,single,tertiary,no,2144,no,no,telephone,21,847,2,-1,0,unknown,yes
34,management,single,tertiary,no,395,yes,no,cellular,16,316,2,-1,0,unknown,no
26,technician,single,secondary,no,84,yes,no,cellular,29,70,3,-1,0,unknown,no
25,admin.,single,secondary,no,681,yes,no,unknown,26,105,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,467,yes,no,cellular,13,195,2,357,2,failure,no
48,management,single,tertiary,no,159,no,no,telephone,7,229,1,251,6,success,yes
31,technician,married,tertiary,no,-502,yes,yes,unknown,26,523,2,-1,0,unknown,no
29,blue-collar,single,primary,no,215,yes,no,cellular,13,137,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,-27,yes,no,cellular,11,254,1,-1,0,unknown,no
51,technician,married,secondary,no,2402,yes,no,unknown,29,118,1,-1,0,unknown,no
36,technician,married,tertiary,no,1109,no,no,cellular,13,328,2,-1,0,unknown,no
47,management,single,tertiary,no,124,no,no,cellular,29,14,15,-1,0,unknown,no
53,admin.,single,secondary,no,1958,no,no,telephone,23,164,4,-1,0,unknown,no
42,technician,married,tertiary,no,14282,yes,no,cellular,6,649,4,-1,0,unknown,yes
40,blue-collar,married,primary,no,14,yes,no,cellular,12,135,4,-1,0,unknown,no
37,blue-collar,married,primary,no,7,no,no,unknown,6,176,1,-1,0,unknown,no
31,management,married,tertiary,no,-692,yes,yes,cellular,6,117,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,-519,yes,no,unknown,9,442,8,-1,0,unknown,yes
29,services,single,secondary,no,184,no,no,cellular,14,46,3,-1,0,unknown,no
31,admin.,single,secondary,no,299,yes,no,unknown,7,492,2,-1,0,unknown,no
33,services,married,secondary,no,-27,yes,no,cellular,18,216,2,-1,0,unknown,no
35,entrepreneur,married,secondary,no,4872,yes,no,cellular,15,34,3,-1,0,unknown,no
35,admin.,married,secondary,no,348,yes,yes,cellular,15,323,3,-1,0,unknown,no
34,blue-collar,single,secondary,no,550,yes,no,cellular,20,90,3,346,1,failure,no
59,technician,married,secondary,no,116,no,no,cellular,12,398,4,422,3,failure,yes
54,blue-collar,married,secondary,no,466,no,no,cellular,29,436,4,-1,0,unknown,no
32,blue-collar,married,secondary,no,-428,yes,no,unknown,13,518,1,-1,0,unknown,no
39,management,married,secondary,no,517,yes,no,cellular,18,387,3,196,2,failure,no
46,blue-collar,divorced,primary,no,2870,no,no,unknown,18,52,6,-1,0,unknown,no
29,technician,married,secondary,no,493,yes,yes,unknown,2,132,6,-1,0,unknown,no
46,blue-collar,married,primary,no,201,no,no,cellular,29,163,6,-1,0,unknown,no
50,admin.,married,secondary,no,663,yes,no,cellular,20,630,3,-1,0,unknown,no
24,blue-collar,single,secondary,no,383,no,no,cellular,27,101,1,-1,0,unknown,no
31,technician,married,tertiary,no,0,no,no,cellular,29,70,2,-1,0,unknown,no
36,admin.,married,secondary,no,165,yes,no,unknown,23,456,4,-1,0,unknown,no
41,services,married,secondary,no,121,yes,no,cellular,17,41,1,324,1,other,no
58,management,married,tertiary,no,0,no,no,cellular,14,358,2,-1,0,unknown,yes
44,blue-collar,married,secondary,no,0,no,no,cellular,30,684,2,-1,0,unknown,yes
54,technician,single,secondary,no,224,no,no,cellular,5,134,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,0,yes,no,unknown,26,30,1,-1,0,unknown,no
37,management,married,tertiary,no,489,yes,no,cellular,21,202,1,106,5,failure,no
32,technician,single,secondary,no,145,no,no,cellular,6,135,2,-1,0,unknown,no
76,retired,married,secondary,no,4112,no,no,telephone,23,282,2,-1,0,unknown,yes
35,admin.,married,secondary,no,304,no,no,cellular,18,237,1,-1,0,unknown,yes
47,services,married,primary,no,1496,yes,no,unknown,16,211,2,-1,0,unknown,no
32,technician,married,tertiary,no,1868,no,no,cellular,27,186,16,-1,0,unknown,no
44,blue-collar,married,secondary,no,326,yes,no,unknown,14,35,2,-1,0,unknown,no
42,unknown,single,secondary,no,1456,no,no,unknown,12,56,1,-1,0,unknown,no
56,technician,married,secondary,no,23,no,no,cellular,20,857,3,-1,0,unknown,yes
27,blue-collar,single,tertiary,no,1372,no,no,cellular,21,230,1,-1,0,unknown,no
24,management,married,secondary,no,2278,yes,no,unknown,27,77,4,-1,0,unknown,no
57,blue-collar,married,primary,no,282,no,yes,cellular,7,261,12,-1,0,unknown,no
59,retired,married,primary,no,4007,no,no,cellular,28,581,3,63,6,failure,no
46,blue-collar,single,secondary,no,0,yes,no,cellular,8,120,2,-1,0,unknown,no
43,technician,married,secondary,no,1824,yes,no,unknown,8,296,1,-1,0,unknown,no
47,services,married,secondary,no,459,no,no,cellular,19,599,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,0,yes,no,cellular,8,325,1,170,2,failure,no
51,technician,divorced,unknown,no,3560,yes,no,cellular,30,334,6,-1,0,unknown,no
36,management,divorced,tertiary,no,0,no,no,cellular,22,247,4,-1,0,unknown,no
31,management,married,tertiary,no,1224,yes,yes,cellular,20,75,2,119,2,success,no
49,management,divorced,tertiary,no,300,no,no,cellular,21,316,1,-1,0,unknown,yes
33,blue-collar,single,secondary,no,38,yes,no,telephone,12,139,4,371,1,other,no
61,retired,married,tertiary,no,2557,yes,no,cellular,10,158,2,92,5,success,yes
47,admin.,married,secondary,no,5401,no,no,cellular,19,824,2,-1,0,unknown,no
32,housemaid,married,tertiary,no,834,no,no,cellular,11,144,2,-1,0,unknown,no
33,technician,married,unknown,no,1450,no,no,cellular,27,81,1,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,433,yes,no,cellular,18,47,4,-1,0,unknown,no
38,management,married,tertiary,no,0,yes,no,telephone,12,136,1,-1,0,unknown,no
47,services,married,secondary,no,612,no,no,cellular,26,139,4,-1,0,unknown,no
39,technician,single,tertiary,no,4660,no,no,unknown,30,53,2,-1,0,unknown,no
57,admin.,married,secondary,no,1509,yes,no,cellular,18,509,1,-1,0,unknown,no
43,technician,married,secondary,no,-796,no,no,cellular,7,190,4,-1,0,unknown,no
37,admin.,single,secondary,no,-17,yes,no,cellular,11,400,2,340,2,failure,no
37,management,married,tertiary,no,2283,no,no,cellular,6,303,2,92,4,success,yes
45,management,married,tertiary,no,506,no,no,cellular,23,229,2,-1,0,unknown,yes
53,management,married,unknown,no,876,yes,no,telephone,14,214,3,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,475,yes,yes,cellular,9,1156,1,-1,0,unknown,no
37,unemployed,married,unknown,no,4565,no,no,cellular,4,369,1,-1,0,unknown,no
57,technician,married,primary,no,3376,yes,no,telephone,2,421,2,-1,0,unknown,yes
27,technician,single,tertiary,no,931,yes,no,cellular,4,1078,1,-1,0,unknown,yes
53,technician,married,tertiary,no,395,no,no,cellular,29,136,1,148,1,failure,yes
24,admin.,married,secondary,no,230,yes,no,cellular,15,73,1,-1,0,unknown,no
57,admin.,married,secondary,no,999,no,no,cellular,4,68,1,-1,0,unknown,no
31,technician,single,secondary,no,7567,no,no,cellular,14,287,1,276,2,failure,no
27,admin.,single,tertiary,no,689,no,no,cellular,26,98,1,307,1,failure,no
50,technician,married,tertiary,no,0,no,yes,cellular,12,337,1,258,6,failure,no
20,student,single,secondary,no,215,no,no,cellular,24,175,1,92,6,success,yes
46,unemployed,single,secondary,no,836,no,no,cellular,18,95,1,-1,0,unknown,no
48,technician,married,secondary,no,0,yes,no,cellular,21,112,1,-1,0,unknown,no
42,management,married,tertiary,no,-323,yes,no,cellular,7,135,2,-1,0,unknown,no
45,technician,married,secondary,no,0,yes,no,unknown,29,155,1,-1,0,unknown,no
53,technician,married,secondary,no,2647,yes,no,unknown,30,121,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,365,no,no,unknown,1,381,4,-1,0,unknown,no
35,management,single,tertiary,no,565,yes,no,unknown,30,763,1,-1,0,unknown,yes
29,self-employed,married,secondary,no,0,no,no,unknown,26,469,2,-1,0,unknown,no
